Date,Year,Quarter,Month,MonthNum,Week,DayOfWeek,IsWeekend
2025-04-27,2025,Q2,Apr,4,17,Sunday,True
2025-04-28,2025,Q2,Apr,4,18,Monday,False
2025-04-29,2025,Q2,Apr,4,18,Tuesday,False
2025-04-30,2025,Q2,Apr,4,18,Wednesday,False
2025-05-01,2025,Q2,May,5,18,Thursday,False
2025-05-02,2025,Q2,May,5,18,Friday,False
2025-05-03,2025,Q2,May,5,18,Saturday,True
2025-05-04,2025,Q2,May,5,18,Sunday,True
2025-05-05,2025,Q2,May,5,19,Monday,False
2025-05-06,2025,Q2,May,5,19,Tuesday,False
2025-05-07,2025,Q2,May,5,19,Wednesday,False
2025-05-08,2025,Q2,May,5,19,Thursday,False
2025-05-09,2025,Q2,May,5,19,Friday,False
2025-05-10,2025,Q2,May,5,19,Saturday,True
2025-05-11,2025,Q2,May,5,19,Sunday,True
2025-05-12,2025,Q2,May,5,20,Monday,False
2025-05-13,2025,Q2,May,5,20,Tuesday,False
2025-05-14,2025,Q2,May,5,20,Wednesday,False
2025-05-15,2025,Q2,May,5,20,Thursday,False
2025-05-16,2025,Q2,May,5,20,Friday,False
2025-05-17,2025,Q2,May,5,20,Saturday,True
2025-05-18,2025,Q2,May,5,20,Sunday,True
2025-05-19,2025,Q2,May,5,21,Monday,False
2025-05-20,2025,Q2,May,5,21,Tuesday,False
2025-05-21,2025,Q2,May,5,21,Wednesday,False
2025-05-22,2025,Q2,May,5,21,Thursday,False
2025-05-23,2025,Q2,May,5,21,Friday,False
2025-05-24,2025,Q2,May,5,21,Saturday,True
2025-05-25,2025,Q2,May,5,21,Sunday,True
2025-05-26,2025,Q2,May,5,22,Monday,False
2025-05-27,2025,Q2,May,5,22,Tuesday,False
2025-05-28,2025,Q2,May,5,22,Wednesday,False
2025-05-29,2025,Q2,May,5,22,Thursday,False
2025-05-30,2025,Q2,May,5,22,Friday,False
2025-05-31,2025,Q2,May,5,22,Saturday,True
2025-06-01,2025,Q2,Jun,6,22,Sunday,True
2025-06-02,2025,Q2,Jun,6,23,Monday,False
2025-06-03,2025,Q2,Jun,6,23,Tuesday,False
2025-06-04,2025,Q2,Jun,6,23,Wednesday,False
2025-06-05,2025,Q2,Jun,6,23,Thursday,False
2025-06-06,2025,Q2,Jun,6,23,Friday,False
2025-06-07,2025,Q2,Jun,6,23,Saturday,True
2025-06-08,2025,Q2,Jun,6,23,Sunday,True
2025-06-09,2025,Q2,Jun,6,24,Monday,False
2025-06-10,2025,Q2,Jun,6,24,Tuesday,False
2025-06-11,2025,Q2,Jun,6,24,Wednesday,False
2025-06-12,2025,Q2,Jun,6,24,Thursday,False
2025-06-13,2025,Q2,Jun,6,24,Friday,False
2025-06-14,2025,Q2,Jun,6,24,Saturday,True
2025-06-15,2025,Q2,Jun,6,24,Sunday,True
2025-06-16,2025,Q2,Jun,6,25,Monday,False
2025-06-17,2025,Q2,Jun,6,25,Tuesday,False
2025-06-18,2025,Q2,Jun,6,25,Wednesday,False
2025-06-19,2025,Q2,Jun,6,25,Thursday,False
2025-06-20,2025,Q2,Jun,6,25,Friday,False
2025-06-21,2025,Q2,Jun,6,25,Saturday,True
2025-06-22,2025,Q2,Jun,6,25,Sunday,True
2025-06-23,2025,Q2,Jun,6,26,Monday,False
2025-06-24,2025,Q2,Jun,6,26,Tuesday,False
2025-06-25,2025,Q2,Jun,6,26,Wednesday,False
2025-06-26,2025,Q2,Jun,6,26,Thursday,False
2025-06-27,2025,Q2,Jun,6,26,Friday,False
2025-06-28,2025,Q2,Jun,6,26,Saturday,True
2025-06-29,2025,Q2,Jun,6,26,Sunday,True
2025-06-30,2025,Q2,Jun,6,27,Monday,False
2025-07-01,2025,Q3,Jul,7,27,Tuesday,False
2025-07-02,2025,Q3,Jul,7,27,Wednesday,False
2025-07-03,2025,Q3,Jul,7,27,Thursday,False
2025-07-04,2025,Q3,Jul,7,27,Friday,False
2025-07-05,2025,Q3,Jul,7,27,Saturday,True
2025-07-06,2025,Q3,Jul,7,27,Sunday,True
2025-07-07,2025,Q3,Jul,7,28,Monday,False
2025-07-08,2025,Q3,Jul,7,28,Tuesday,False
2025-07-09,2025,Q3,Jul,7,28,Wednesday,False
2025-07-10,2025,Q3,Jul,7,28,Thursday,False
2025-07-11,2025,Q3,Jul,7,28,Friday,False
2025-07-12,2025,Q3,Jul,7,28,Saturday,True
2025-07-13,2025,Q3,Jul,7,28,Sunday,True
2025-07-14,2025,Q3,Jul,7,29,Monday,False
2025-07-15,2025,Q3,Jul,7,29,Tuesday,False
2025-07-16,2025,Q3,Jul,7,29,Wednesday,False
2025-07-17,2025,Q3,Jul,7,29,Thursday,False
2025-07-18,2025,Q3,Jul,7,29,Friday,False
2025-07-19,2025,Q3,Jul,7,29,Saturday,True
2025-07-20,2025,Q3,Jul,7,29,Sunday,True
2025-07-21,2025,Q3,Jul,7,30,Monday,False
2025-07-22,2025,Q3,Jul,7,30,Tuesday,False
2025-07-23,2025,Q3,Jul,7,30,Wednesday,False
2025-07-24,2025,Q3,Jul,7,30,Thursday,False
2025-07-25,2025,Q3,Jul,7,30,Friday,False
2025-07-26,2025,Q3,Jul,7,30,Saturday,True
2025-07-27,2025,Q3,Jul,7,30,Sunday,True
2025-07-28,2025,Q3,Jul,7,31,Monday,False
2025-07-29,2025,Q3,Jul,7,31,Tuesday,False
2025-07-30,2025,Q3,Jul,7,31,Wednesday,False
2025-07-31,2025,Q3,Jul,7,31,Thursday,False
2025-08-01,2025,Q3,Aug,8,31,Friday,False
2025-08-02,2025,Q3,Aug,8,31,Saturday,True
2025-08-03,2025,Q3,Aug,8,31,Sunday,True
2025-08-04,2025,Q3,Aug,8,32,Monday,False
2025-08-05,2025,Q3,Aug,8,32,Tuesday,False
2025-08-06,2025,Q3,Aug,8,32,Wednesday,False
2025-08-07,2025,Q3,Aug,8,32,Thursday,False
2025-08-08,2025,Q3,Aug,8,32,Friday,False
2025-08-09,2025,Q3,Aug,8,32,Saturday,True
2025-08-10,2025,Q3,Aug,8,32,Sunday,True
2025-08-11,2025,Q3,Aug,8,33,Monday,False
2025-08-12,2025,Q3,Aug,8,33,Tuesday,False
2025-08-13,2025,Q3,Aug,8,33,Wednesday,False
2025-08-14,2025,Q3,Aug,8,33,Thursday,False
2025-08-15,2025,Q3,Aug,8,33,Friday,False
2025-08-16,2025,Q3,Aug,8,33,Saturday,True
2025-08-17,2025,Q3,Aug,8,33,Sunday,True
2025-08-18,2025,Q3,Aug,8,34,Monday,False
2025-08-19,2025,Q3,Aug,8,34,Tuesday,False
2025-08-20,2025,Q3,Aug,8,34,Wednesday,False
2025-08-21,2025,Q3,Aug,8,34,Thursday,False
2025-08-22,2025,Q3,Aug,8,34,Friday,False
2025-08-23,2025,Q3,Aug,8,34,Saturday,True
2025-08-24,2025,Q3,Aug,8,34,Sunday,True
2025-08-25,2025,Q3,Aug,8,35,Monday,False
2025-08-26,2025,Q3,Aug,8,35,Tuesday,False
2025-08-27,2025,Q3,Aug,8,35,Wednesday,False
2025-08-28,2025,Q3,Aug,8,35,Thursday,False
2025-08-29,2025,Q3,Aug,8,35,Friday,False
2025-08-30,2025,Q3,Aug,8,35,Saturday,True
2025-08-31,2025,Q3,Aug,8,35,Sunday,True
2025-09-01,2025,Q3,Sep,9,36,Monday,False
2025-09-02,2025,Q3,Sep,9,36,Tuesday,False
2025-09-03,2025,Q3,Sep,9,36,Wednesday,False
2025-09-04,2025,Q3,Sep,9,36,Thursday,False
2025-09-05,2025,Q3,Sep,9,36,Friday,False
2025-09-06,2025,Q3,Sep,9,36,Saturday,True
2025-09-07,2025,Q3,Sep,9,36,Sunday,True
2025-09-08,2025,Q3,Sep,9,37,Monday,False
2025-09-09,2025,Q3,Sep,9,37,Tuesday,False
2025-09-10,2025,Q3,Sep,9,37,Wednesday,False
2025-09-11,2025,Q3,Sep,9,37,Thursday,False
2025-09-12,2025,Q3,Sep,9,37,Friday,False
2025-09-13,2025,Q3,Sep,9,37,Saturday,True
2025-09-14,2025,Q3,Sep,9,37,Sunday,True
2025-09-15,2025,Q3,Sep,9,38,Monday,False
2025-09-16,2025,Q3,Sep,9,38,Tuesday,False
2025-09-17,2025,Q3,Sep,9,38,Wednesday,False
2025-09-18,2025,Q3,Sep,9,38,Thursday,False
2025-09-19,2025,Q3,Sep,9,38,Friday,False
2025-09-20,2025,Q3,Sep,9,38,Saturday,True
2025-09-21,2025,Q3,Sep,9,38,Sunday,True
2025-09-22,2025,Q3,Sep,9,39,Monday,False
2025-09-23,2025,Q3,Sep,9,39,Tuesday,False
2025-09-24,2025,Q3,Sep,9,39,Wednesday,False
2025-09-25,2025,Q3,Sep,9,39,Thursday,False
2025-09-26,2025,Q3,Sep,9,39,Friday,False
2025-09-27,2025,Q3,Sep,9,39,Saturday,True
2025-09-28,2025,Q3,Sep,9,39,Sunday,True
2025-09-29,2025,Q3,Sep,9,40,Monday,False
2025-09-30,2025,Q3,Sep,9,40,Tuesday,False
2025-10-01,2025,Q4,Oct,10,40,Wednesday,False
2025-10-02,2025,Q4,Oct,10,40,Thursday,False
2025-10-03,2025,Q4,Oct,10,40,Friday,False
2025-10-04,2025,Q4,Oct,10,40,Saturday,True
2025-10-05,2025,Q4,Oct,10,40,Sunday,True
2025-10-06,2025,Q4,Oct,10,41,Monday,False
2025-10-07,2025,Q4,Oct,10,41,Tuesday,False
2025-10-08,2025,Q4,Oct,10,41,Wednesday,False
2025-10-09,2025,Q4,Oct,10,41,Thursday,False
2025-10-10,2025,Q4,Oct,10,41,Friday,False
2025-10-11,2025,Q4,Oct,10,41,Saturday,True
2025-10-12,2025,Q4,Oct,10,41,Sunday,True
2025-10-13,2025,Q4,Oct,10,42,Monday,False
2025-10-14,2025,Q4,Oct,10,42,Tuesday,False
2025-10-15,2025,Q4,Oct,10,42,Wednesday,False
2025-10-16,2025,Q4,Oct,10,42,Thursday,False
2025-10-17,2025,Q4,Oct,10,42,Friday,False
2025-10-18,2025,Q4,Oct,10,42,Saturday,True
2025-10-19,2025,Q4,Oct,10,42,Sunday,True
2025-10-20,2025,Q4,Oct,10,43,Monday,False
2025-10-21,2025,Q4,Oct,10,43,Tuesday,False
2025-10-22,2025,Q4,Oct,10,43,Wednesday,False
2025-10-23,2025,Q4,Oct,10,43,Thursday,False
2025-10-24,2025,Q4,Oct,10,43,Friday,False
2025-10-25,2025,Q4,Oct,10,43,Saturday,True
2025-10-26,2025,Q4,Oct,10,43,Sunday,True
2025-10-27,2025,Q4,Oct,10,44,Monday,False
2025-10-28,2025,Q4,Oct,10,44,Tuesday,False
2025-10-29,2025,Q4,Oct,10,44,Wednesday,False
2025-10-30,2025,Q4,Oct,10,44,Thursday,False
2025-10-31,2025,Q4,Oct,10,44,Friday,False
2025-11-01,2025,Q4,Nov,11,44,Saturday,True
2025-11-02,2025,Q4,Nov,11,44,Sunday,True
2025-11-03,2025,Q4,Nov,11,45,Monday,False
2025-11-04,2025,Q4,Nov,11,45,Tuesday,False
2025-11-05,2025,Q4,Nov,11,45,Wednesday,False
2025-11-06,2025,Q4,Nov,11,45,Thursday,False
2025-11-07,2025,Q4,Nov,11,45,Friday,False
2025-11-08,2025,Q4,Nov,11,45,Saturday,True
2025-11-09,2025,Q4,Nov,11,45,Sunday,True
2025-11-10,2025,Q4,Nov,11,46,Monday,False
2025-11-11,2025,Q4,Nov,11,46,Tuesday,False
2025-11-12,2025,Q4,Nov,11,46,Wednesday,False
2025-11-13,2025,Q4,Nov,11,46,Thursday,False
2025-11-14,2025,Q4,Nov,11,46,Friday,False
2025-11-15,2025,Q4,Nov,11,46,Saturday,True
2025-11-16,2025,Q4,Nov,11,46,Sunday,True
2025-11-17,2025,Q4,Nov,11,47,Monday,False
2025-11-18,2025,Q4,Nov,11,47,Tuesday,False
2025-11-19,2025,Q4,Nov,11,47,Wednesday,False
2025-11-20,2025,Q4,Nov,11,47,Thursday,False
2025-11-21,2025,Q4,Nov,11,47,Friday,False
2025-11-22,2025,Q4,Nov,11,47,Saturday,True
2025-11-23,2025,Q4,Nov,11,47,Sunday,True
2025-11-24,2025,Q4,Nov,11,48,Monday,False
2025-11-25,2025,Q4,Nov,11,48,Tuesday,False
2025-11-26,2025,Q4,Nov,11,48,Wednesday,False
2025-11-27,2025,Q4,Nov,11,48,Thursday,False
2025-11-28,2025,Q4,Nov,11,48,Friday,False
2025-11-29,2025,Q4,Nov,11,48,Saturday,True
2025-11-30,2025,Q4,Nov,11,48,Sunday,True
2025-12-01,2025,Q4,Dec,12,49,Monday,False
2025-12-02,2025,Q4,Dec,12,49,Tuesday,False
2025-12-03,2025,Q4,Dec,12,49,Wednesday,False
2025-12-04,2025,Q4,Dec,12,49,Thursday,False
2025-12-05,2025,Q4,Dec,12,49,Friday,False
2025-12-06,2025,Q4,Dec,12,49,Saturday,True
2025-12-07,2025,Q4,Dec,12,49,Sunday,True
2025-12-08,2025,Q4,Dec,12,50,Monday,False
2025-12-09,2025,Q4,Dec,12,50,Tuesday,False
2025-12-10,2025,Q4,Dec,12,50,Wednesday,False
2025-12-11,2025,Q4,Dec,12,50,Thursday,False
2025-12-12,2025,Q4,Dec,12,50,Friday,False
2025-12-13,2025,Q4,Dec,12,50,Saturday,True
2025-12-14,2025,Q4,Dec,12,50,Sunday,True
2025-12-15,2025,Q4,Dec,12,51,Monday,False
2025-12-16,2025,Q4,Dec,12,51,Tuesday,False
2025-12-17,2025,Q4,Dec,12,51,Wednesday,False
2025-12-18,2025,Q4,Dec,12,51,Thursday,False
2025-12-19,2025,Q4,Dec,12,51,Friday,False
2025-12-20,2025,Q4,Dec,12,51,Saturday,True
2025-12-21,2025,Q4,Dec,12,51,Sunday,True
2025-12-22,2025,Q4,Dec,12,52,Monday,False
2025-12-23,2025,Q4,Dec,12,52,Tuesday,False
2025-12-24,2025,Q4,Dec,12,52,Wednesday,False
2025-12-25,2025,Q4,Dec,12,52,Thursday,False
2025-12-26,2025,Q4,Dec,12,52,Friday,False
2025-12-27,2025,Q4,Dec,12,52,Saturday,True
2025-12-28,2025,Q4,Dec,12,52,Sunday,True
2025-12-29,2025,Q4,Dec,12,1,Monday,False
2025-12-30,2025,Q4,Dec,12,1,Tuesday,False
2025-12-31,2025,Q4,Dec,12,1,Wednesday,False
