TradeID,Date,CommodityID,TraderID,Position,Volume,Price,Notional_EUR,PnL_EUR
TR002247,2024-05-27,CO2,T07,Short,1893,71.44,135231.8,1172.36
TR002248,2024-05-27,GAS,T07,Long,960,32.1,30814.74,174.82
TR002249,2024-05-27,PWR,T03,Short,216,83.55,18047.0,-185.93
TR002250,2024-05-27,CO2,T07,Long,808,66.89,54043.96,23.03
TR002251,2024-05-27,GAS,T02,Short,1667,31.56,52618.35,-673.0
TR002252,2024-05-27,COAL,T03,Short,1189,108.45,128949.25,4466.55
TR002253,2024-05-27,PWR,T05,Long,1064,81.06,86247.82,-284.89
TR002254,2024-05-27,COAL,T03,Short,358,100.16,35856.98,155.7
TR002255,2024-05-27,PWR,T02,Long,1822,68.87,125481.63,-222.49
TR002256,2024-05-27,PWR,T02,Long,1009,84.38,85136.89,-1450.04
TR002257,2024-05-27,PWR,T05,Long,658,88.65,58334.19,91.43
TR002258,2024-05-27,GAS,T03,Short,1267,32.33,40965.85,1105.57
TR002259,2024-05-27,PWR,T01,Long,115,76.12,8753.46,-7.2
TR002260,2024-05-27,CO2,T04,Long,1660,68.45,113619.23,-2504.78
TR002261,2024-05-27,GAS,T04,Short,1081,36.54,39501.31,-459.53
TR002262,2024-05-27,COAL,T03,Short,692,112.06,77546.7,715.01
TR002263,2024-05-27,PWR,T06,Short,706,86.83,61303.1,95.17
TR002264,2024-05-27,PWR,T03,Long,118,85.28,10063.59,371.8
TR002265,2024-05-27,PWR,T06,Long,847,93.46,79160.09,-626.47
TR002266,2024-05-27,CO2,T06,Short,655,68.44,44827.56,-124.75
TR002267,2024-05-27,PWR,T05,Long,1708,86.1,147052.34,-290.76
TR002268,2024-05-28,COAL,T07,Long,364,108.71,39570.69,-403.06
TR002269,2024-05-28,GAS,T07,Long,218,32.84,7158.25,-37.45
TR002270,2024-05-28,GAS,T01,Short,1014,34.79,35277.46,101.09
TR002271,2024-05-28,GAS,T06,Short,1738,31.23,54281.92,1787.84
TR002272,2024-05-28,COAL,T08,Short,1712,111.68,191197.02,-305.31
TR002273,2024-05-28,GAS,T08,Short,574,35.21,20209.99,-73.7
TR002274,2024-05-28,COAL,T07,Long,1638,114.58,187687.9,-3936.09
TR002275,2024-05-28,COAL,T04,Short,61,104.98,6403.93,101.47
TR002276,2024-05-28,CO2,T02,Long,1790,65.58,117387.29,-743.61
TR002277,2024-05-28,PWR,T06,Long,1028,96.22,98912.35,805.31
TR002278,2024-05-28,COAL,T07,Long,567,110.06,62404.13,-567.38
TR002279,2024-05-28,GAS,T03,Long,1917,34.03,65230.09,54.96
TR002280,2024-05-28,CO2,T02,Short,132,72.78,9607.61,387.75
TR002281,2024-05-28,PWR,T08,Long,572,94.12,53836.92,34.16
TR002282,2024-05-28,PWR,T03,Short,441,76.18,33594.64,-191.06
TR002283,2024-05-28,CO2,T01,Short,292,67.9,19826.39,-151.61
TR002284,2024-05-28,GAS,T03,Long,128,36.0,4607.75,15.33
TR002285,2024-05-28,CO2,T07,Short,100,72.37,7236.72,-47.12
TR002286,2024-05-28,PWR,T02,Short,903,82.68,74664.15,-36.1
TR002287,2024-05-28,PWR,T02,Long,1209,94.77,114582.42,2448.9
TR002288,2024-05-28,GAS,T04,Short,700,33.77,23638.74,-49.65
TR002289,2024-05-28,GAS,T06,Long,1041,32.89,34236.89,451.07
TR002290,2024-05-29,PWR,T06,Long,1882,88.53,166609.05,-1437.98
TR002291,2024-05-29,PWR,T01,Long,1503,91.57,137636.41,2064.75
TR002292,2024-05-29,COAL,T04,Short,637,116.53,74228.1,-892.91
TR002293,2024-05-29,COAL,T06,Short,1601,113.95,182433.7,2471.69
TR002294,2024-05-29,CO2,T07,Long,1788,67.07,119917.04,-1704.73
TR002295,2024-05-29,CO2,T08,Long,510,64.08,32680.23,-319.35
TR002296,2024-05-29,GAS,T07,Long,575,33.57,19301.86,-247.03
TR002297,2024-05-29,PWR,T01,Short,1983,87.57,173646.2,1719.51
TR002298,2024-05-29,COAL,T06,Short,1751,107.1,187523.41,2823.51
TR002299,2024-05-29,GAS,T03,Long,655,36.42,23852.21,-2.31
TR002300,2024-05-29,CO2,T05,Short,624,65.55,40900.45,-539.29
TR002301,2024-05-29,COAL,T02,Long,1831,109.25,200033.19,-3147.35
TR002302,2024-05-29,PWR,T02,Short,980,89.07,87291.68,-1231.76
TR002303,2024-05-29,CO2,T04,Long,238,68.99,16420.62,-317.09
TR002304,2024-05-29,CO2,T01,Long,286,69.94,20003.71,-404.0
TR002305,2024-05-29,CO2,T06,Short,920,65.14,59931.31,941.11
TR002306,2024-05-29,GAS,T04,Long,1105,33.05,36517.3,460.83
TR002307,2024-05-29,PWR,T08,Short,1632,83.73,136641.56,-58.75
TR002308,2024-05-29,CO2,T04,Short,948,65.39,61991.89,2277.82
TR002309,2024-05-29,CO2,T02,Long,723,63.4,45834.87,137.7
TR002310,2024-05-29,COAL,T01,Short,1721,107.82,185559.92,-783.81
TR002311,2024-05-29,GAS,T03,Short,941,32.83,30891.76,-202.08
TR002312,2024-05-29,COAL,T08,Long,394,109.48,43135.19,539.69
TR002313,2024-05-29,GAS,T04,Long,966,31.88,30800.23,39.05
TR002314,2024-05-29,PWR,T03,Long,740,78.26,57909.93,629.62
TR002315,2024-05-29,PWR,T04,Long,1962,87.9,172467.28,-2388.22
TR002316,2024-05-30,GAS,T01,Short,1540,32.05,49364.48,669.11
TR002317,2024-05-30,COAL,T03,Short,625,108.7,67935.01,701.76
TR002318,2024-05-30,PWR,T02,Long,585,76.55,44784.14,868.48
TR002319,2024-05-30,PWR,T05,Short,1818,83.54,151871.72,-1833.37
TR002320,2024-05-30,CO2,T08,Long,1070,64.56,69079.74,973.04
TR002321,2024-05-30,CO2,T02,Long,954,71.77,68467.88,-1574.14
TR002322,2024-05-30,GAS,T08,Long,799,34.02,27178.15,-199.26
TR002323,2024-05-30,COAL,T04,Long,396,116.4,46093.46,-500.89
TR002324,2024-05-30,PWR,T03,Long,50,74.43,3721.62,65.69
TR002325,2024-05-30,COAL,T08,Short,283,114.21,32321.38,-78.56
TR002326,2024-05-30,COAL,T01,Long,828,107.27,88815.42,-1585.08
TR002327,2024-05-30,COAL,T01,Long,1204,110.1,132564.28,-1690.3
TR002328,2024-05-30,CO2,T07,Short,515,64.88,33412.18,-87.44
TR002329,2024-05-30,GAS,T06,Short,1240,32.31,40068.22,339.29
TR002330,2024-05-30,PWR,T01,Long,977,89.02,86975.66,-380.27
TR002331,2024-05-30,CO2,T02,Short,889,68.36,60770.85,147.51
TR002332,2024-05-30,GAS,T03,Short,1567,35.33,55362.04,1072.12
TR002333,2024-05-30,CO2,T08,Long,1417,67.65,95854.9,2192.49
TR002334,2024-05-30,PWR,T07,Short,298,93.87,27974.04,46.01
TR002335,2024-05-31,GAS,T06,Short,1131,31.9,36076.27,340.18
TR002336,2024-05-31,CO2,T06,Long,502,65.64,32949.62,733.7
TR002337,2024-05-31,CO2,T05,Long,1430,67.59,96653.47,1016.66
TR002338,2024-05-31,GAS,T07,Short,866,34.19,29611.61,-412.97
TR002339,2024-05-31,COAL,T05,Long,1709,116.47,199045.03,-180.86
TR002340,2024-05-31,CO2,T05,Long,1912,69.0,131936.18,1296.28
TR002341,2024-05-31,PWR,T03,Short,1412,81.97,115738.91,34.11
TR002342,2024-05-31,CO2,T04,Short,1086,63.7,69180.45,579.45
TR002343,2024-05-31,GAS,T05,Short,700,30.65,21453.39,9.21
TR002344,2024-05-31,PWR,T02,Long,1983,75.35,149426.88,619.0
TR002345,2024-05-31,PWR,T03,Short,1251,81.49,101948.44,3427.59
TR002346,2024-05-31,PWR,T04,Long,356,90.7,32290.13,318.53
TR002347,2024-05-31,COAL,T05,Short,573,108.66,62264.29,543.59
TR002348,2024-05-31,GAS,T04,Long,1772,35.49,62893.7,1794.14
TR002349,2024-05-31,PWR,T02,Short,1518,86.71,131628.9,330.0
TR002350,2024-05-31,CO2,T04,Long,1824,63.85,116458.45,-2003.04
TR002351,2024-05-31,COAL,T06,Short,1400,118.23,165519.77,290.43
TR002352,2024-05-31,CO2,T07,Long,807,65.97,53237.46,-2050.26
TR002353,2024-06-03,CO2,T03,Long,166,64.89,10772.0,-59.77
TR002354,2024-06-03,CO2,T01,Long,1218,67.5,82220.4,939.08
TR002355,2024-06-03,PWR,T07,Long,1419,81.2,115228.94,-1145.94
TR002356,2024-06-03,PWR,T02,Long,1404,90.01,126367.03,1832.73
TR002357,2024-06-03,GAS,T08,Long,894,35.13,31407.23,72.29
TR002358,2024-06-03,COAL,T03,Short,1759,115.2,202635.79,-4567.51
TR002359,2024-06-03,PWR,T05,Long,570,89.83,51202.87,-560.93
TR002360,2024-06-03,PWR,T07,Short,711,86.95,61824.29,-333.35
TR002361,2024-06-03,CO2,T06,Long,1099,65.87,72393.8,185.37
TR002362,2024-06-03,COAL,T03,Short,166,112.26,18634.92,495.32
TR002363,2024-06-03,GAS,T03,Long,479,34.77,16654.28,63.52
TR002364,2024-06-03,GAS,T02,Short,1534,31.97,49046.71,-206.67
TR002365,2024-06-03,COAL,T04,Short,246,109.88,27029.45,647.35
TR002366,2024-06-03,CO2,T01,Long,245,71.3,17467.75,-30.3
TR002367,2024-06-03,GAS,T01,Short,424,31.55,13376.92,-35.34
TR002368,2024-06-03,GAS,T06,Long,1379,30.69,42325.69,127.25
TR002369,2024-06-03,GAS,T07,Long,712,36.4,25920.07,221.44
TR002370,2024-06-03,PWR,T02,Short,1872,83.48,156282.48,2530.86
TR002371,2024-06-03,PWR,T06,Long,1897,86.15,163427.73,-2122.45
TR002372,2024-06-03,GAS,T07,Long,705,32.16,22675.5,92.19
TR002373,2024-06-03,PWR,T03,Short,1814,78.39,142204.31,912.59
TR002374,2024-06-03,PWR,T05,Long,1984,89.81,178177.05,3476.23
TR002375,2024-06-03,PWR,T08,Short,392,89.72,35171.03,-1032.99
TR002376,2024-06-03,COAL,T08,Short,609,112.56,68546.63,-729.02
TR002377,2024-06-03,COAL,T07,Short,1005,110.69,111239.24,-3255.27
TR002378,2024-06-03,COAL,T03,Short,71,110.96,7878.22,-157.77
TR002379,2024-06-03,PWR,T05,Long,816,83.9,68460.51,-1368.09
TR002380,2024-06-03,PWR,T04,Short,1729,83.08,143649.64,-1355.63
TR002381,2024-06-04,COAL,T05,Short,461,111.09,51212.82,-555.78
TR002382,2024-06-04,GAS,T05,Long,1997,36.82,73530.31,161.37
TR002383,2024-06-04,CO2,T04,Long,1953,67.93,132673.72,-314.49
TR002384,2024-06-04,CO2,T05,Short,1031,65.49,67521.29,-858.27
TR002385,2024-06-04,GAS,T03,Short,1183,33.58,39726.49,913.05
TR002386,2024-06-04,PWR,T03,Long,116,81.44,9446.85,272.49
TR002387,2024-06-04,COAL,T06,Long,1022,117.66,120252.36,1683.26
TR002388,2024-06-04,CO2,T01,Long,1106,62.53,69160.26,-1682.84
TR002389,2024-06-04,CO2,T03,Long,1044,65.45,68331.89,-811.01
TR002390,2024-06-04,PWR,T01,Long,1667,81.01,135050.17,1889.68
TR002391,2024-06-04,CO2,T08,Short,307,61.74,18953.83,-232.68
TR002392,2024-06-04,PWR,T08,Short,1714,86.04,147475.76,-823.61
TR002393,2024-06-04,GAS,T07,Long,1199,32.27,38693.29,1034.63
TR002394,2024-06-04,COAL,T07,Long,928,110.09,102158.9,482.56
TR002395,2024-06-04,GAS,T01,Long,515,34.41,17718.96,-376.06
TR002396,2024-06-04,GAS,T07,Long,1536,35.14,53970.86,-1406.85
TR002397,2024-06-04,GAS,T05,Long,574,32.83,18843.14,-274.54
TR002398,2024-06-04,COAL,T03,Short,409,117.4,48016.76,-728.24
TR002399,2024-06-05,GAS,T07,Short,730,35.15,25659.47,169.34
TR002400,2024-06-05,COAL,T01,Long,1961,108.34,212448.21,-1943.59
TR002401,2024-06-05,COAL,T05,Short,1656,109.17,180791.76,-3741.71
TR002402,2024-06-05,PWR,T05,Short,1518,95.5,144967.3,-3209.99
TR002403,2024-06-05,CO2,T07,Short,190,61.82,11745.68,448.06
TR002404,2024-06-05,GAS,T02,Long,646,35.02,22623.78,-532.71
TR002405,2024-06-05,CO2,T07,Long,1432,71.29,102083.71,798.64
TR002406,2024-06-05,PWR,T07,Short,1678,87.52,146857.47,-1869.5
TR002407,2024-06-05,GAS,T02,Long,629,33.51,21076.2,-219.69
TR002408,2024-06-05,PWR,T01,Short,1261,88.93,112136.99,1450.64
TR002409,2024-06-05,GAS,T08,Long,1734,32.68,56667.49,-717.51
TR002410,2024-06-05,CO2,T04,Long,1356,66.47,90139.63,-951.5
TR002411,2024-06-05,GAS,T06,Short,1255,32.24,40460.53,743.61
TR002412,2024-06-05,PWR,T01,Short,1466,86.79,127238.72,2643.83
TR002413,2024-06-05,COAL,T06,Short,789,107.3,84656.03,-896.63
TR002414,2024-06-05,GAS,T04,Long,456,32.63,14877.2,90.72
TR002415,2024-06-05,GAS,T05,Long,979,32.57,31882.97,275.17
TR002416,2024-06-05,CO2,T03,Long,592,63.27,37456.08,-264.11
TR002417,2024-06-05,PWR,T05,Long,305,88.87,27106.79,204.66
TR002418,2024-06-05,PWR,T01,Long,1272,88.77,112913.49,882.19
TR002419,2024-06-05,COAL,T06,Short,1636,106.51,174242.66,344.74
TR002420,2024-06-05,COAL,T06,Short,1996,110.8,221161.14,-1860.21
TR002421,2024-06-05,COAL,T01,Long,1062,114.54,121641.81,-1093.05
TR002422,2024-06-05,CO2,T03,Short,136,63.13,8585.86,17.39
TR002423,2024-06-05,CO2,T05,Short,1171,63.94,74874.17,594.31
TR002424,2024-06-05,COAL,T04,Long,495,109.91,54405.37,-318.08
TR002425,2024-06-05,COAL,T08,Short,503,113.67,57176.78,595.3
TR002426,2024-06-06,CO2,T04,Short,174,62.06,10798.84,-2.59
TR002427,2024-06-06,PWR,T01,Long,1542,93.86,144727.89,3824.08
TR002428,2024-06-06,PWR,T08,Short,1291,90.56,116917.0,-1196.81
TR002429,2024-06-06,CO2,T02,Long,1700,70.18,119310.73,-3161.4
TR002430,2024-06-06,GAS,T07,Long,380,34.34,13049.17,105.01
TR002431,2024-06-06,CO2,T03,Short,955,66.46,63470.53,-832.49
TR002432,2024-06-06,CO2,T03,Short,102,64.99,6629.01,79.4
TR002433,2024-06-06,CO2,T02,Long,1089,61.08,66513.02,-498.81
TR002434,2024-06-06,PWR,T04,Short,1508,80.32,121126.48,1275.29
TR002435,2024-06-06,COAL,T07,Short,1013,115.41,116906.59,-291.39
TR002436,2024-06-06,PWR,T06,Long,901,86.78,78192.55,-156.75
TR002437,2024-06-06,GAS,T03,Long,479,32.69,15658.67,-372.95
TR002438,2024-06-06,GAS,T04,Long,1368,34.53,47242.08,153.63
TR002439,2024-06-06,GAS,T02,Long,788,34.44,27140.14,-677.83
TR002440,2024-06-06,GAS,T04,Long,853,34.06,29056.22,142.25
TR002441,2024-06-06,GAS,T08,Short,1349,32.87,44339.1,-172.75
TR002442,2024-06-06,PWR,T07,Long,1004,84.2,84536.89,-963.88
TR002443,2024-06-06,PWR,T05,Long,1288,87.29,112431.07,-1753.87
TR002444,2024-06-06,PWR,T06,Long,1020,88.21,89977.26,1347.08
TR002445,2024-06-06,GAS,T01,Short,1418,33.4,47365.44,976.51
TR002446,2024-06-06,PWR,T08,Long,798,84.64,67541.7,958.97
TR002447,2024-06-06,CO2,T08,Short,394,66.73,26289.86,600.67
TR002448,2024-06-06,COAL,T04,Short,1265,113.07,143027.8,469.97
TR002449,2024-06-06,GAS,T03,Long,1939,34.03,65974.69,93.76
TR002450,2024-06-06,PWR,T08,Short,70,78.12,5468.46,19.08
TR002451,2024-06-06,PWR,T08,Short,1277,83.5,106625.8,-496.09
TR002452,2024-06-06,COAL,T08,Short,1769,110.45,195381.07,-1796.0
TR002453,2024-06-06,PWR,T04,Short,1367,93.18,127378.96,-2378.29
TR002454,2024-06-07,GAS,T08,Long,390,33.84,13199.32,102.87
TR002455,2024-06-07,PWR,T01,Short,1922,90.11,173198.7,3060.01
TR002456,2024-06-07,PWR,T06,Long,900,87.02,78318.56,-2620.75
TR002457,2024-06-07,PWR,T05,Short,346,88.64,30670.9,-184.71
TR002458,2024-06-07,GAS,T03,Long,1518,32.97,50045.58,-1214.49
TR002459,2024-06-07,PWR,T08,Long,353,88.25,31152.16,-57.04
TR002460,2024-06-07,COAL,T02,Short,1863,115.82,215765.56,3314.61
TR002461,2024-06-07,COAL,T02,Long,722,108.23,78144.15,176.84
TR002462,2024-06-07,GAS,T05,Long,985,35.8,35265.56,672.82
TR002463,2024-06-07,COAL,T03,Short,449,114.56,51435.22,-227.55
TR002464,2024-06-07,CO2,T08,Long,406,62.66,25438.41,525.76
TR002465,2024-06-07,GAS,T05,Long,1482,35.26,52250.34,54.65
TR002466,2024-06-07,PWR,T08,Long,377,86.48,32602.21,-171.63
TR002467,2024-06-07,GAS,T03,Long,1006,34.35,34555.88,493.77
TR002468,2024-06-07,GAS,T06,Long,1018,35.91,36559.65,712.13
TR002469,2024-06-07,COAL,T05,Long,279,105.57,29453.09,-6.85
TR002470,2024-06-07,PWR,T01,Long,1953,100.72,196696.91,-1324.88
TR002471,2024-06-07,GAS,T05,Long,875,32.58,28503.24,206.26
TR002472,2024-06-07,PWR,T07,Short,749,87.35,65427.19,-1196.16
TR002473,2024-06-07,COAL,T06,Long,1736,110.41,191665.87,-1445.14
TR002474,2024-06-07,CO2,T05,Short,1112,64.57,71806.0,1122.52
TR002475,2024-06-07,PWR,T04,Long,1344,81.54,109594.54,-2405.88
TR002476,2024-06-07,PWR,T07,Short,330,85.13,28093.12,-300.58
TR002477,2024-06-07,CO2,T02,Long,799,64.58,51597.34,1039.23
TR002478,2024-06-07,CO2,T02,Long,390,77.37,30174.04,575.24
TR002479,2024-06-10,PWR,T03,Long,711,86.51,61510.72,260.18
TR002480,2024-06-10,CO2,T03,Long,1847,70.82,130799.95,-4236.48
TR002481,2024-06-10,PWR,T01,Short,1882,88.12,165845.83,29.16
TR002482,2024-06-10,PWR,T03,Short,1128,81.85,92321.58,1486.05
TR002483,2024-06-10,GAS,T06,Short,1035,32.87,34016.65,-709.24
TR002484,2024-06-10,PWR,T08,Long,1178,86.35,101720.92,-192.17
TR002485,2024-06-10,CO2,T03,Short,965,62.59,60396.44,-766.93
TR002486,2024-06-10,CO2,T05,Short,1011,64.68,65387.43,-40.51
TR002487,2024-06-10,PWR,T04,Long,1162,82.1,95396.24,1689.24
TR002488,2024-06-10,GAS,T05,Long,1051,32.33,33973.58,723.96
TR002489,2024-06-10,CO2,T07,Long,1275,70.26,89587.26,584.98
TR002490,2024-06-10,CO2,T08,Short,520,62.67,32588.93,689.23
TR002491,2024-06-10,COAL,T01,Short,518,109.61,56780.03,-506.28
TR002492,2024-06-10,CO2,T02,Long,1254,62.87,78836.06,-1047.24
TR002493,2024-06-10,GAS,T08,Long,1363,34.27,46703.94,-480.21
TR002494,2024-06-10,PWR,T07,Long,150,85.17,12775.52,121.89
TR002495,2024-06-10,PWR,T06,Short,558,80.96,45175.96,49.08
TR002496,2024-06-10,PWR,T03,Long,989,91.38,90376.41,168.97
TR002497,2024-06-10,PWR,T02,Long,1190,86.97,103489.09,-2118.71
TR002498,2024-06-11,COAL,T08,Long,816,105.83,86354.11,315.56
TR002499,2024-06-11,GAS,T05,Long,278,34.22,9511.84,190.12
TR002500,2024-06-11,COAL,T05,Long,431,112.3,48401.86,873.11
TR002501,2024-06-11,PWR,T08,Short,1646,83.91,138112.61,2207.22
TR002502,2024-06-11,COAL,T04,Long,1840,114.2,210130.38,1459.08
TR002503,2024-06-11,GAS,T03,Short,281,33.09,9299.48,135.38
TR002504,2024-06-11,CO2,T07,Short,391,70.35,27504.91,463.43
TR002505,2024-06-11,CO2,T07,Short,932,71.19,66349.11,-495.76
TR002506,2024-06-11,GAS,T05,Long,1057,34.19,36139.42,46.21
TR002507,2024-06-11,GAS,T02,Long,927,35.43,32847.16,-100.17
TR002508,2024-06-11,COAL,T02,Short,1064,104.01,110661.32,126.8
TR002509,2024-06-11,COAL,T01,Long,925,116.02,107322.3,1379.48
TR002510,2024-06-11,COAL,T03,Short,1549,111.64,172925.28,7962.79
TR002511,2024-06-11,COAL,T02,Long,412,111.48,45928.92,980.79
TR002512,2024-06-11,COAL,T04,Long,122,109.37,13342.97,-57.51
TR002513,2024-06-11,CO2,T06,Long,1520,67.08,101956.22,372.9
TR002514,2024-06-11,COAL,T04,Long,1821,114.3,208146.9,1895.1
TR002515,2024-06-11,GAS,T06,Short,941,34.92,32863.26,31.76
TR002516,2024-06-11,PWR,T03,Long,600,73.05,43830.13,-480.49
TR002517,2024-06-11,PWR,T07,Long,1732,87.99,152405.02,-1500.34
TR002518,2024-06-11,GAS,T04,Short,639,32.3,20637.84,541.18
TR002519,2024-06-12,PWR,T05,Long,1042,80.48,83859.01,-559.06
TR002520,2024-06-12,PWR,T02,Long,282,84.42,23806.96,495.88
TR002521,2024-06-12,CO2,T04,Long,1504,65.55,98585.09,343.19
TR002522,2024-06-12,GAS,T02,Short,1277,32.97,42102.33,694.85
TR002523,2024-06-12,CO2,T04,Short,738,67.6,49887.74,215.49
TR002524,2024-06-12,GAS,T04,Long,512,33.49,17148.91,-35.65
TR002525,2024-06-12,CO2,T08,Long,275,61.42,16891.12,-264.16
TR002526,2024-06-12,COAL,T06,Short,343,106.4,36496.08,521.45
TR002527,2024-06-12,GAS,T02,Short,1359,30.99,42120.46,-175.87
TR002528,2024-06-12,COAL,T01,Long,1917,111.5,213751.86,-3452.97
TR002529,2024-06-12,GAS,T07,Long,1399,34.91,48834.87,1951.93
TR002530,2024-06-12,PWR,T07,Long,587,93.28,54755.87,-530.61
TR002531,2024-06-12,PWR,T04,Long,686,84.76,58146.6,1215.35
TR002532,2024-06-12,PWR,T05,Long,770,85.01,65453.85,-888.87
TR002533,2024-06-12,COAL,T06,Long,1860,109.57,203802.98,576.07
TR002534,2024-06-12,PWR,T03,Long,1890,89.96,170020.91,884.94
TR002535,2024-06-12,COAL,T07,Short,480,112.24,53874.83,421.9
TR002536,2024-06-12,PWR,T05,Long,488,99.68,48644.47,81.99
TR002537,2024-06-12,GAS,T02,Long,1923,32.79,63061.97,466.42
TR002538,2024-06-12,GAS,T03,Short,863,33.42,28843.24,-790.83
TR002539,2024-06-12,CO2,T07,Long,406,64.08,26015.38,125.8
TR002540,2024-06-12,GAS,T06,Short,1130,34.33,38791.71,-1060.41
TR002541,2024-06-12,PWR,T06,Short,1119,90.53,101303.61,-257.63
TR002542,2024-06-12,PWR,T03,Long,1234,84.45,104216.67,2661.19
TR002543,2024-06-13,COAL,T01,Long,1109,108.08,119860.25,-473.07
TR002544,2024-06-13,PWR,T06,Long,1697,80.07,135886.98,994.5
TR002545,2024-06-13,COAL,T07,Short,882,114.47,100960.65,931.92
TR002546,2024-06-13,PWR,T02,Short,1991,77.49,154275.29,4622.37
TR002547,2024-06-13,COAL,T05,Short,1110,108.94,120922.09,-398.29
TR002548,2024-06-13,CO2,T04,Long,722,65.38,47204.85,-859.0
TR002549,2024-06-13,PWR,T05,Long,1791,84.83,151933.5,2071.07
TR002550,2024-06-13,GAS,T05,Long,134,33.13,4438.84,-21.44
TR002551,2024-06-13,PWR,T03,Long,131,85.73,11230.64,-159.12
TR002552,2024-06-13,GAS,T04,Long,487,33.03,16086.01,-88.13
TR002553,2024-06-13,COAL,T04,Short,1347,107.74,145120.92,2205.64
TR002554,2024-06-13,CO2,T02,Short,1106,61.81,68362.61,473.09
TR002555,2024-06-13,PWR,T08,Long,1394,82.93,115607.29,-1247.9
TR002556,2024-06-13,COAL,T08,Long,1424,110.94,157984.25,1847.73
TR002557,2024-06-13,COAL,T07,Long,67,112.39,7529.94,106.06
TR002558,2024-06-13,COAL,T08,Short,1871,108.81,203578.39,-770.23
TR002559,2024-06-13,PWR,T01,Long,1936,84.22,163056.21,32.76
TR002560,2024-06-13,COAL,T03,Long,1574,118.59,186665.99,1603.72
TR002561,2024-06-13,PWR,T06,Long,619,90.83,56226.58,-598.88
TR002562,2024-06-14,GAS,T05,Short,122,33.93,4139.13,-32.02
TR002563,2024-06-14,PWR,T06,Short,896,86.16,77201.68,-266.54
TR002564,2024-06-14,PWR,T06,Long,1467,86.29,126593.06,2271.69
TR002565,2024-06-14,COAL,T04,Short,1517,116.36,176517.46,-3530.63
TR002566,2024-06-14,GAS,T01,Long,253,31.74,8029.73,94.64
TR002567,2024-06-14,COAL,T06,Long,1938,109.14,211508.68,1593.17
TR002568,2024-06-14,PWR,T04,Short,235,80.64,18950.45,81.17
TR002569,2024-06-14,COAL,T05,Long,740,106.52,78822.52,436.03
TR002570,2024-06-14,PWR,T04,Short,1078,94.41,101776.52,-1430.17
TR002571,2024-06-14,CO2,T05,Short,437,76.33,33358.26,-537.8
TR002572,2024-06-14,PWR,T02,Long,1393,98.86,137708.88,-1392.48
TR002573,2024-06-14,COAL,T05,Long,1327,111.94,148539.66,2398.78
TR002574,2024-06-14,GAS,T07,Long,559,33.58,18769.53,337.38
TR002575,2024-06-14,COAL,T02,Short,1299,107.91,140179.43,2462.6
TR002576,2024-06-14,COAL,T04,Short,1755,119.14,209085.94,-2217.54
TR002577,2024-06-14,COAL,T01,Short,1696,105.63,179150.72,148.86
TR002578,2024-06-14,PWR,T07,Long,418,92.21,38544.78,-417.12
TR002579,2024-06-14,PWR,T03,Long,271,95.98,26010.32,119.94
TR002580,2024-06-14,PWR,T06,Long,196,79.22,15527.53,201.14
TR002581,2024-06-14,PWR,T02,Short,1801,94.04,169374.2,2786.5
TR002582,2024-06-14,COAL,T07,Long,1942,107.27,208320.38,3206.07
TR002583,2024-06-14,COAL,T04,Short,1957,110.31,215872.7,-1709.06
TR002584,2024-06-14,CO2,T08,Long,1453,66.69,96903.05,515.15
TR002585,2024-06-14,PWR,T03,Short,1752,92.11,161381.61,-2160.33
TR002586,2024-06-17,CO2,T07,Long,1770,70.4,124606.35,-3525.29
TR002587,2024-06-17,PWR,T08,Short,363,86.08,31247.37,577.66
TR002588,2024-06-17,COAL,T06,Short,1682,108.38,182301.56,1152.77
TR002589,2024-06-17,COAL,T01,Short,362,107.04,38748.19,299.03
TR002590,2024-06-17,CO2,T05,Short,526,63.81,33563.38,-10.54
TR002591,2024-06-17,CO2,T03,Long,1951,64.75,126329.16,180.7
TR002592,2024-06-17,COAL,T07,Long,552,112.64,62177.65,2029.23
TR002593,2024-06-17,GAS,T03,Long,1354,33.47,45318.2,-479.31
TR002594,2024-06-17,CO2,T02,Short,1915,66.78,127876.19,2211.49
TR002595,2024-06-17,PWR,T05,Long,1654,96.9,160280.42,-1735.36
TR002596,2024-06-17,COAL,T05,Short,203,111.68,22670.28,148.2
TR002597,2024-06-17,COAL,T06,Long,1575,108.92,171546.75,-774.11
TR002598,2024-06-17,COAL,T03,Short,1741,114.47,199290.84,-2625.3
TR002599,2024-06-17,GAS,T04,Long,1089,33.88,36892.32,-104.6
TR002600,2024-06-17,PWR,T02,Long,1254,92.67,116210.31,-1121.12
TR002601,2024-06-17,COAL,T04,Long,1762,107.11,188730.48,-265.04
TR002602,2024-06-17,GAS,T07,Long,1831,35.29,64614.65,353.92
TR002603,2024-06-17,PWR,T03,Long,1446,90.1,130287.93,-2060.02
TR002604,2024-06-17,CO2,T04,Long,167,61.97,10348.75,21.76
TR002605,2024-06-17,PWR,T01,Long,950,91.56,86981.22,-2008.03
TR002606,2024-06-18,PWR,T04,Long,1964,86.02,168938.56,-110.89
TR002607,2024-06-18,COAL,T02,Short,1053,113.15,119143.63,-1870.66
TR002608,2024-06-18,CO2,T03,Short,323,76.47,24698.37,129.63
TR002609,2024-06-18,COAL,T06,Long,931,108.85,101342.95,290.9
TR002610,2024-06-18,PWR,T04,Long,593,81.9,48564.42,572.03
